0	0.1	1
0.1	0.200368	1.00368
0.2	0.300146	0.997783
0.3	0.398422	0.982758
0.4	0.494342	0.959201
0.5	0.587127	0.92785
0.6	0.676081	0.889544
0.7	0.760599	0.845183
0.8	0.840168	0.795689
0.9	0.914365	0.741972
1	0.982855	0.684899
1.1	1.04538	0.625274
1.2	1.10176	0.563821
1.3	1.15188	0.501175
1.4	1.19567	0.437882
1.5	1.23311	0.374399
1.6	1.26422	0.311101
1.7	1.28905	0.24829
1.8	1.30767	0.186207
1.9	1.32017	0.125039
2	1.32667	0.0649366
2.1	1.32727	0.00602105
2.2	1.32211	-0.0516027
2.3	1.31133	-0.107836
2.4	1.29507	-0.162577
2.5	1.2735	-0.215713
2.6	1.24679	-0.267112
2.7	1.21512	-0.316618
2.8	1.17872	-0.364046
2.9	1.1378	-0.409179
3	1.09262	-0.451769
3.1	1.04347	-0.491534
3.2	0.990655	-0.528167
3.3	0.934521	-0.561338
3.4	0.875451	-0.590702
3.5	0.81386	-0.615909
3.6	0.750198	-0.636619
3.7	0.684947	-0.652509
3.8	0.618617	-0.663294
3.9	0.551744	-0.668732
4	0.48488	-0.668647
4.1	0.418586	-0.662931
4.2	0.353431	-0.651555
4.3	0.289973	-0.634576
4.4	0.22876	-0.612138
4.5	0.170313	-0.584469
4.6	0.115125	-0.551877
4.7	0.0636508	-0.514741
4.8	0.0163006	-0.473502
4.9	-0.0265648	-0.428654
5	-0.0646375	-0.380727
5.1	-0.0976656	-0.330281
5.2	-0.125455	-0.277893
5.3	-0.147869	-0.224145
5.4	-0.164832	-0.169621
5.5	-0.176321	-0.114895
5.6	-0.182374	-0.0605274
5.7	-0.18308	-0.00706283
5.8	-0.178582	0.0449775
5.9	-0.169073	0.0950968
6	-0.15479	0.142826
6.1	-0.136017	0.187726
6.2	-0.113078	0.229394
6.3	-0.0863316	0.267463
6.4	-0.056171	0.301606
6.5	-0.0230167	0.331543
6.6	0.0126875	0.357042
6.7	0.0504797	0.377922
6.8	0.0898853	0.394056
6.9	0.130423	0.405375
7	0.171609	0.411865
7.1	0.212966	0.41357
7.2	0.254025	0.410585
7.3	0.294331	0.403061
7.4	0.33345	0.391191
7.5	0.370971	0.375212
7.6	0.406511	0.355394
7.7	0.439715	0.332039
7.8	0.470261	0.305468
7.9	0.497863	0.276021
8	0.522268	0.244047
8.1	0.543258	0.209902
8.2	0.560652	0.173941
8.3	0.574305	0.136521
8.4	0.584104	0.0979935
8.5	0.589974	0.0587034
8.6	0.591873	0.0189906
8.7	0.589792	-0.0208123
8.8	0.583754	-0.0603795
8.9	0.573815	-0.099392
9	0.560061	-0.137538
9.1	0.54261	-0.174511
9.2	0.521609	-0.210015
9.3	0.497233	-0.243761
9.4	0.469686	-0.27547
9.5	0.439198	-0.304876
9.6	0.406025	-0.33173
9.7	0.370445	-0.3558
9.8	0.332757	-0.376878
9.9	0.293279	-0.394781
10	0.252343	-0.409359
10.1	0.210294	-0.420495
10.2	0.167483	-0.428108
10.3	0.124267	-0.432159
10.4	0.0810019	-0.432651
10.5	0.0380392	-0.429627
10.6	-0.00427817	-0.423174
10.7	-0.0456201	-0.413419
10.8	-0.0856727	-0.400527
10.9	-0.124142	-0.384695
11	-0.160758	-0.366155
11.1	-0.195274	-0.34516
11.2	-0.227473	-0.321987
11.3	-0.257165	-0.296925
11.4	-0.284193	-0.270278
11.5	-0.308428	-0.242353
11.6	-0.329774	-0.21346
11.7	-0.348165	-0.183906
11.8	-0.363564	-0.153995
11.9	-0.375966	-0.124021
12	-0.385393	-0.0942698
12.1	-0.391895	-0.0650137
12.2	-0.395546	-0.0365124
12.3	-0.396447	-0.00901086
12.4	-0.394721	0.0172615
12.5	-0.390512	0.0420919
12.6	-0.383983	0.0652849
12.7	-0.375317	0.0866632
12.8	-0.36471	0.106069
12.9	-0.352374	0.123363
13	-0.338531	0.138428
13.1	-0.323414	0.151169
13.2	-0.307263	0.161512
13.3	-0.290322	0.169405
13.4	-0.27284	0.174823
13.5	-0.255064	0.177763
13.6	-0.237239	0.178245
13.7	-0.219608	0.176314
13.8	-0.202404	0.17204
13.9	-0.185852	0.165512
14	-0.170168	0.156843
14.1	-0.155551	0.146167
